,Longitude,Latitude,Crime,ethnicity,Legislation_simplified,Gender,Age range
6359,-0.335518,51.557192,0,Black,Public Order Act,Male,10-17
6360,-0.10769,51.375217,0,Not stated,Drugs,Male,Not stated
6361,,,1,Black,Drugs,Male,18-24
6362,-0.368735,51.547245,0,Black,Drugs,Male,10-17
6363,-0.033872,51.462814,1,Black,Drugs,Male,18-24
6364,-0.335518,51.557192,0,White,Public Order Act,Male,10-17
6365,-0.125715,51.471036,0,Not stated,Drugs,Male,Not stated
6366,-0.086056,51.420558,0,Black,Drugs,Male,25-34
6367,-0.335518,51.557192,0,Not stated,Public Order Act,Male,Not stated
6368,,,0,Not stated,Public Order Act,Male,Not stated
6369,-0.197787,51.508486,1,Asian,Criminal Evidence Act,Male,18-24
6370,,,0,Not stated,Drugs,Male,Not stated
6371,-0.057538,51.62405,0,White,Drugs,Male,over 34
6372,-0.221664,51.519624,0,Not stated,Criminal Evidence Act,Male,10-17
6373,-0.076015,51.598456,1,Black,Criminal Evidence Act,Male,10-17
6374,-0.084218,51.54557,0,White,Drugs,Male,18-24
6375,-0.057538,51.62405,0,Black,Criminal Evidence Act,Male,18-24
6376,-0.119135,51.516523,0,White,Drugs,Male,25-34
6377,-0.352058,51.569331,1,Other,Drugs,Male,18-24
6378,-0.352058,51.569331,1,White,Criminal Evidence Act,Male,10-17
6379,-0.112107,51.388346,0,Other,Criminal Evidence Act,Male,25-34
6380,-0.084218,51.54557,0,White,Drugs,Male,18-24
6381,-0.262533,51.506577,0,Not stated,Drugs,Male,over 34
6382,-0.084218,51.54557,0,Not stated,Drugs,Male,10-17
6383,-0.210686,51.56691,0,Black,Criminal Evidence Act,Male,18-24
6384,-0.352058,51.569331,1,Black,Drugs,Male,18-24
6385,-0.149121,51.364737,0,White,Drugs,Male,25-34
6386,-0.130152,51.464974,1,White,Drugs,Male,25-34
6387,-0.102657,51.378427,0,Other,Criminal Evidence Act,Male,18-24
6388,-0.145938,51.520205,0,Other,Criminal Evidence Act,Male,10-17
6389,-0.145938,51.520205,0,Other,Criminal Evidence Act,Male,10-17
6390,-0.089285,51.381384,0,White,Drugs,Male,over 34
6391,,,0,Not stated,Criminal Evidence Act,Female,10-17
6392,-0.258454,51.503585,0,White,Drugs,Male,over 34
6393,-0.113486,51.423988,0,Black,Criminal Evidence Act,Male,10-17
6394,-0.145938,51.520205,0,White,Criminal Evidence Act,Male,10-17
6395,0.018147,51.509906,0,Black,Criminal Evidence Act,Male,10-17
6396,-0.258454,51.503585,0,Black,Drugs,Male,over 34
6397,-0.112314,51.462206,1,Black,Drugs,Male,10-17
6398,-0.364989,51.533444,0,Black,Criminal Evidence Act,Male,Not stated
6399,-0.145938,51.520205,0,White,Criminal Evidence Act,Male,10-17
6400,-0.113486,51.423988,1,Not stated,Criminal Evidence Act,Male,10-17
6401,-0.124482,51.521797,1,Other,Drugs,Male,over 34
6402,-0.36363,51.533164,0,Black,Criminal Evidence Act,Male,10-17
6403,-0.200333,51.492519,0,Not stated,Drugs,Male,18-24
6404,0.174056,51.481868,1,White,Drugs,Male,18-24
6405,-0.076007,51.546371,0,Not stated,Drugs,Male,over 34
6406,,,1,Not stated,Drugs,Male,10-17
6407,-0.056696,51.51992,0,White,Drugs,Male,18-24
6408,-0.103902,51.458851,0,Not stated,Drugs,Male,10-17
6409,,,0,Black,Drugs,Male,10-17
6410,-0.118527,51.503986,0,White,Drugs,Male,18-24
6411,-0.167945,51.521369,0,Black,Criminal Evidence Act,Male,25-34
6412,-0.056696,51.51992,0,Asian,Drugs,Male,18-24
6413,-0.101671,51.324437,1,Not stated,Drugs,Male,18-24
6414,-0.129001,51.471997,0,Mixed,Criminal Evidence Act,Male,10-17
6415,-0.271415,51.565428,1,White,Drugs,Male,25-34
6416,-0.08527,51.352587,0,Not stated,Criminal Evidence Act,Male,Not stated
6417,-0.063617,51.58916,0,White,Criminal Evidence Act,Male,18-24
6418,-0.092766,51.507032,0,Black,Criminal Evidence Act,Male,18-24
6419,-0.092766,51.507032,0,Black,Criminal Evidence Act,Male,18-24
6420,-0.005749,51.566267,0,Asian,Drugs,Male,10-17
6421,-0.014825,51.563274,0,Asian,Drugs,Male,10-17
6422,-0.023483,51.570227,0,Black,Drugs,Male,10-17
6423,-0.014825,51.563274,0,Asian,Drugs,Male,10-17
6424,-0.023483,51.570227,0,Black,Drugs,Male,10-17
6425,-0.218855,51.519186,0,White,Criminal Evidence Act,Male,over 34
6426,,,0,Black,Drugs,Male,over 34
6427,-0.129398,51.464773,1,Mixed,Criminal Evidence Act,Male,18-24
6428,-0.134791,51.521017,0,White,Drugs,Male,over 34
6429,-0.224576,51.508113,0,Not stated,Criminal Evidence Act,Male,10-17
6430,-0.056696,51.51992,1,White,Drugs,Male,25-34
6431,-0.193125,51.589122,0,White,Drugs,Male,10-17
6432,-0.216644,51.510124,0,Asian,Drugs,Male,over 34
6433,-0.293024,51.385393,0,White,Drugs,Male,25-34
6434,-0.091682,51.503319,0,White,Criminal Evidence Act,Male,10-17
6435,-0.335518,51.557192,0,Not stated,Public Order Act,Male,18-24
6436,0.060301,51.554937,0,Not stated,Drugs,Male,Not stated
6437,-0.417886,51.506905,0,Not stated,Public Order Act,Female,over 34
6438,-0.090033,51.504848,0,Black,Criminal Evidence Act,Male,10-17
6439,0.060301,51.554937,0,Asian,Drugs,Male,10-17
6440,-0.293024,51.385393,1,White,Drugs,Male,over 34
6441,-0.090033,51.504848,0,Black,Criminal Evidence Act,Male,10-17
6442,-0.376015,51.497898,0,Asian,Drugs,Male,25-34
6443,-0.372779,51.499355,0,Black,Public Order Act,Male,10-17
6444,-0.372779,51.499355,0,Not stated,Public Order Act,Male,Not stated
6445,-0.197571,51.508123,0,White,Criminal Evidence Act,Female,25-34
6446,-0.091904,51.537305,0,Black,Drugs,Male,25-34
6447,-0.151048,51.509692,1,Not stated,Criminal Evidence Act,Male,18-24
6448,-0.151048,51.509692,1,Not stated,Criminal Evidence Act,Male,25-34
6449,-0.39715,51.531972,0,Not stated,Public Order Act,Male,over 34
6450,-0.204286,51.522785,0,Mixed,Drugs,Male,25-34
6451,0.078016,51.489418,0,Black,Drugs,Male,18-24
6452,,,0,White,Criminal Evidence Act,Male,25-34
6453,-0.127845,51.473507,0,Black,Drugs,Male,18-24
6454,,,0,Black,Drugs,Male,10-17
6455,-0.002775,51.549185,0,Not stated,Drugs,Female,over 34
6456,-0.303764,51.516146,1,White,Criminal Evidence Act,Male,over 34
6457,-0.20912,51.473023,0,White,Firearms,Female,18-24
6458,-0.066064,51.510768,1,Asian,Drugs,Male,over 34
6459,-0.182957,51.380554,1,White,Criminal Evidence Act,Male,18-24
6460,0.114669,51.569195,0,Asian,Criminal Evidence Act,Male,25-34
6461,-0.066064,51.510768,0,Not stated,Drugs,Male,over 34
6462,-0.182957,51.380554,1,White,Criminal Evidence Act,Male,10-17
6463,,,1,Asian,Drugs,Male,25-34
6464,-0.041812,51.491562,0,White,Drugs,Male,Not stated
6465,-0.002775,51.549185,0,White,Drugs,Male,25-34
6466,-0.041812,51.491562,1,Mixed,Drugs,Male,18-24
6467,-0.209239,51.526242,1,Black,Drugs,Male,25-34
6468,-0.151048,51.509692,1,Not stated,Criminal Evidence Act,Male,18-24
6469,-0.417886,51.506905,0,Not stated,Public Order Act,Male,over 34
6470,0.113944,51.46017,0,White,Drugs,Male,25-34
6471,-0.389066,51.492215,0,Not stated,Criminal Evidence Act,Male,25-34
6472,-0.416922,51.566294,0,White,Criminal Evidence Act,Male,25-34
6473,-0.420148,51.509822,0,Not stated,Public Order Act,Male,25-34
6474,-0.117754,51.544773,0,White,Drugs,Male,25-34
6475,,,0,Black,Criminal Evidence Act,Male,18-24
6476,-0.36363,51.533164,0,Not stated,Public Order Act,Male,10-17
6477,0.158299,51.475756,1,White,Drugs,Male,18-24
6478,0.007023,51.49222,0,Black,Criminal Evidence Act,Male,18-24
6479,-0.179573,51.458926,1,Not stated,Criminal Evidence Act,Female,over 34
6480,-0.041812,51.491562,0,Black,Drugs,Male,Not stated
6481,-0.040949,51.491862,0,Black,Drugs,Male,18-24
6482,,,0,Black,Drugs,Male,18-24
6483,-0.076555,51.594895,1,Black,Criminal Evidence Act,Male,18-24
6484,-0.417009,51.565882,0,White,Criminal Evidence Act,Male,18-24
6485,0.044643,51.550634,0,Not stated,Drugs,Male,25-34
6486,,,0,White,Criminal Evidence Act,Male,over 34
6487,-0.076015,51.598456,1,Black,Criminal Evidence Act,Male,18-24
6488,-0.129499,51.514377,1,Mixed,Drugs,Female,10-17
6489,,,0,Asian,Drugs,Female,10-17
6490,,,0,Asian,Drugs,Male,18-24
6491,-0.076555,51.594895,1,Not stated,Criminal Evidence Act,Male,18-24
6492,-0.1806,51.456262,0,White,Criminal Evidence Act,Male,10-17
6493,-0.13594,51.471685,0,White,Criminal Evidence Act,Male,10-17
6494,-0.420148,51.509822,0,Asian,Public Order Act,Male,over 34
6495,-0.175509,51.469133,0,Black,Drugs,Male,18-24
6496,-0.076555,51.594895,1,Black,Criminal Evidence Act,Male,18-24
6497,0.160205,51.473742,0,White,Drugs,Male,10-17
6498,-0.224576,51.508113,0,Not stated,Drugs,Male,18-24
6499,-0.076555,51.594895,0,Black,Criminal Evidence Act,Male,18-24
6500,-0.236726,51.500203,1,Black,Drugs,Male,18-24
6501,-0.440192,51.517455,0,Asian,Drugs,Male,18-24
6502,-0.089365,51.502211,1,White,Drugs,Male,25-34
6503,-0.117754,51.544773,1,Not stated,Drugs,Male,25-34
6504,-0.1999,51.524337,0,Mixed,Drugs,Male,10-17
6505,-0.129499,51.514377,0,Black,Drugs,Male,18-24
6506,-0.201263,51.524492,0,Not stated,Drugs,Male,10-17
6507,-0.076555,51.594895,0,Black,Criminal Evidence Act,Male,18-24
6508,-0.210115,51.517497,1,White,Drugs,Male,18-24
6509,0.152635,51.474439,0,White,Drugs,Male,10-17
6510,-0.1999,51.524337,0,Black,Drugs,Male,10-17
6511,-0.089365,51.502211,0,White,Drugs,Male,Not stated
6512,-0.430986,51.498898,0,White,Drugs,Male,over 34
6513,-0.046038,51.544976,0,White,Criminal Evidence Act,Female,over 34
6514,-0.192893,51.528006,0,Asian,Criminal Evidence Act,Male,over 34
6515,-0.076555,51.594895,0,Black,Criminal Evidence Act,Male,18-24
6516,-0.046084,51.405744,1,White,Criminal Evidence Act,Male,over 34
6517,0.110762,51.462044,0,White,Criminal Evidence Act,Male,10-17
6518,-0.221402,51.50784,0,Not stated,Drugs,Male,18-24
6519,-0.065692,51.618825,0,White,Criminal Evidence Act,Male,18-24
6520,-0.046038,51.544976,0,Mixed,Criminal Evidence Act,Male,over 34
6521,0.061572,51.536147,0,Asian,Drugs,Male,18-24
6522,-0.054064,51.514715,1,Other,Drugs,Male,25-34
6523,-0.127701,51.507613,0,Not stated,Drugs,Male,over 34
6524,-0.199494,51.525868,0,Black,Drugs,Male,10-17
6525,-0.270291,51.505307,0,Not stated,Public Order Act,Male,10-17
6526,-0.054064,51.514715,0,Other,Drugs,Male,25-34
6527,-0.172367,51.541959,0,Mixed,Criminal Evidence Act,Male,over 34
6528,0.107367,51.462411,1,Asian,Criminal Evidence Act,Male,25-34
6529,-0.224576,51.508113,0,Black,Drugs,Male,Not stated
6530,-0.294969,51.512763,0,Black,Drugs,Male,Not stated
6531,-0.022212,51.509074,0,Asian,Criminal Evidence Act,Male,18-24
6532,-0.387118,51.496406,0,Not stated,Drugs,Male,10-17
6533,-0.329003,51.592834,1,Asian,Drugs,Male,10-17
6534,-0.110473,51.444371,0,Black,Drugs,Male,10-17
6535,-0.017886,51.512122,1,Asian,Criminal Evidence Act,Male,18-24
6536,0.093623,51.465013,0,White,Criminal Evidence Act,Male,10-17
6537,-0.022212,51.509074,0,Asian,Criminal Evidence Act,Male,18-24
6538,,,0,Asian,Criminal Evidence Act,Male,10-17
6539,-0.023341,51.503626,0,Not stated,Drugs,Male,Not stated
6540,-0.190063,51.532485,0,Black,Criminal Evidence Act,Male,10-17
6541,-0.189949,51.529183,0,Black,Criminal Evidence Act,Male,10-17
6542,-0.354767,51.47102,1,White,Drugs,Male,25-34
6543,-0.190063,51.532485,0,Black,Criminal Evidence Act,Male,10-17
6544,-0.122369,51.593442,0,Not stated,Criminal Evidence Act,Female,10-17
6545,-0.111581,51.57961,1,Black,Drugs,Male,over 34
6546,-0.162711,51.473033,1,Asian,Drugs,Male,18-24
6547,-0.174662,51.521015,0,Mixed,Criminal Evidence Act,Male,18-24
6548,-0.144593,51.477739,0,White,Drugs,Male,over 34
6549,-0.1692,51.524581,0,Mixed,Criminal Evidence Act,Male,10-17
6550,-0.162711,51.473033,0,Other,Drugs,Male,25-34
6551,-0.15624,51.520655,1,Black,Criminal Evidence Act,Male,10-17
6552,-0.144593,51.477739,0,White,Drugs,Male,25-34
6553,-0.074494,51.518658,0,Not stated,Drugs,Male,25-34
6554,-0.121255,51.580565,1,White,Drugs,Male,over 34
6555,0.085852,51.586212,1,Asian,Drugs,Male,18-24
6556,-0.381449,51.49702,0,Not stated,Drugs,Male,18-24
6557,,,0,Asian,Drugs,Male,18-24
6558,-0.415346,51.506592,0,Not stated,Drugs,Male,18-24
6559,-0.155946,51.516163,1,Asian,Criminal Evidence Act,Male,10-17
6560,-0.12231,51.525521,1,White,Drugs,Male,18-24
6561,,,1,Not stated,Drugs,Male,18-24
6562,-0.200333,51.492519,0,Not stated,Drugs,Male,Not stated
6563,-0.481613,51.547411,1,White,Drugs,Male,25-34
6564,-0.023483,51.570227,0,Asian,Drugs,Male,10-17
6565,-0.25335,51.506683,1,Black,Drugs,Male,over 34
6566,-0.007316,51.554181,0,White,Criminal Evidence Act,Male,25-34
6567,0.061572,51.536147,1,Asian,Drugs,Male,25-34
6568,0.037642,51.530172,1,Black,Criminal Evidence Act,Male,18-24
6569,0.010075,51.466961,0,White,Criminal Evidence Act,Male,10-17
6570,-0.085724,51.551602,0,Black,Criminal Evidence Act,Male,Not stated
6571,0.030035,51.526086,1,Black,Criminal Evidence Act,Male,18-24
6572,,,1,Black,Criminal Evidence Act,Male,10-17
6573,-0.366266,51.465129,1,White,Drugs,Male,18-24
6574,-0.195471,51.477013,0,White,Criminal Evidence Act,Male,18-24
6575,-0.103788,51.623592,0,White,Criminal Evidence Act,Male,25-34
6576,-0.347902,51.582455,1,White,Drugs,Male,18-24
6577,-0.14227,51.569219,0,Other,Drugs,Male,18-24
6578,,,1,White,Drugs,Male,18-24
6579,-0.455015,51.506617,1,Black,Drugs,Male,18-24
6580,-0.130832,51.548013,0,Black,Criminal Evidence Act,Male,over 34
6581,-0.050786,51.508797,1,White,Drugs,Male,25-34
6582,-0.073596,51.593524,1,Black,Criminal Evidence Act,Male,18-24
6583,-0.302468,51.553328,0,Black,Drugs,Male,18-24
6584,-0.302468,51.553328,0,Black,Drugs,Male,25-34
6585,-0.302468,51.553328,1,Black,Drugs,Male,18-24
6586,0.088442,51.360617,0,White,Drugs,Male,over 34
6587,-0.429206,51.49659,0,Not stated,Public Order Act,Male,18-24
6588,-0.420027,51.505423,0,Not stated,Public Order Act,Not stated,Not stated
6589,-0.19613,51.545321,0,White,Drugs,Male,18-24
6590,-0.429206,51.49659,0,Not stated,Public Order Act,Male,Not stated
6591,-0.122757,51.514656,0,White,Drugs,Male,over 34
6592,-0.429206,51.49659,0,Not stated,Public Order Act,Male,Not stated
6593,-0.060471,51.480604,0,Black,Criminal Evidence Act,Male,18-24
6594,-0.068158,51.616536,0,Not stated,Drugs,Male,Not stated
6595,-0.066308,51.617234,1,White,Drugs,Male,Not stated
6596,0.037494,51.538483,1,Asian,Drugs,Male,over 34
6597,-0.377897,51.515908,0,Not stated,Public Order Act,Male,18-24
6598,-0.377897,51.515908,0,Black,Public Order Act,Male,18-24
6599,,,0,White,Drugs,Male,18-24
6600,-0.007316,51.554181,0,White,Criminal Evidence Act,Male,25-34
6601,0.145839,51.483053,1,Black,Criminal Evidence Act,Male,over 34
6602,0.178326,51.573228,0,Asian,Drugs,Male,25-34
6603,0.269084,51.576337,1,White,Drugs,Male,over 34
6604,,,1,Asian,Drugs,Male,25-34
6605,,,0,Black,Criminal Evidence Act,Male,18-24
6606,-0.130187,51.525045,0,Not stated,Drugs,Female,over 34
6607,-0.095773,51.390914,0,White,Criminal Evidence Act,Male,25-34
6608,-0.154908,51.543619,0,Black,Drugs,Male,25-34
6609,-0.205582,51.529046,0,Black,Drugs,Male,18-24
6610,-0.130187,51.525045,0,White,Drugs,Male,Not stated
6611,-0.074159,51.449688,0,Not stated,Drugs,Male,25-34
6612,-0.023341,51.503626,0,Black,Criminal Evidence Act,Male,18-24
6613,-0.025407,51.409777,0,White,Criminal Evidence Act,Male,over 34
6614,-0.023341,51.503626,0,Black,Drugs,Male,Not stated
6615,-0.023341,51.503626,0,Not stated,Drugs,Male,18-24
6616,0.038707,51.536583,1,Asian,Drugs,Male,18-24
6617,-0.420027,51.505423,0,Not stated,Drugs,Male,18-24
6618,0.038707,51.536583,0,White,Drugs,Male,25-34
6619,-0.011538,51.481817,1,White,Drugs,Male,25-34
6620,-0.098088,51.494817,0,Black,Drugs,Male,10-17
6621,0.097539,51.59613,1,White,Drugs,Male,25-34
6622,0.097539,51.59613,0,Mixed,Drugs,Male,25-34
6623,-0.098088,51.494817,1,Other,Criminal Evidence Act,Male,18-24
6624,-0.417886,51.506905,0,Not stated,Public Order Act,Male,Not stated
6625,0.038707,51.536583,1,White,Drugs,Male,18-24
6626,-0.111227,51.378988,0,White,Criminal Evidence Act,Female,25-34
6627,-0.111227,51.378988,1,White,Criminal Evidence Act,Male,25-34
6628,-0.4148,51.510307,0,Not stated,Public Order Act,Male,Not stated
6629,-0.4148,51.510307,0,Asian,Public Order Act,Male,18-24
6630,-0.32826,51.515508,0,Not stated,Public Order Act,Male,10-17
6631,-0.415346,51.506592,0,Not stated,Public Order Act,Male,18-24
6632,-0.147459,51.468126,0,White,Criminal Evidence Act,Male,10-17
6633,-0.142008,51.539189,0,Not stated,Criminal Evidence Act,Male,Not stated
6634,-0.324067,51.517454,1,White,Criminal Evidence Act,Male,18-24
6635,-0.324067,51.517454,1,Black,Criminal Evidence Act,Male,25-34
6636,-0.102374,51.535893,0,Black,Criminal Evidence Act,Male,10-17
6637,-0.134554,51.490475,0,Black,Drugs,Male,under 10
6638,-0.130212,51.53393,0,Black,Drugs,Male,25-34
6639,-0.302468,51.553328,0,Not stated,Drugs,Male,Not stated
6640,-0.418979,51.514455,0,Not stated,Public Order Act,Male,18-24
6641,-0.330104,51.59472,0,Not stated,Criminal Evidence Act,Male,over 34
6642,-0.192955,51.602868,1,Not stated,Drugs,Male,10-17
6643,-0.083952,51.494542,0,White,Criminal Evidence Act,Male,over 34
6644,-0.30229,51.411894,0,White,Drugs,Male,10-17
6645,-0.096011,51.523901,1,White,Drugs,Male,18-24
6646,0.047357,51.510506,1,White,Drugs,Male,Not stated
6647,-0.121983,51.436013,1,Black,Criminal Evidence Act,Male,10-17
6648,-0.096011,51.523901,0,Black,Criminal Evidence Act,Male,25-34
6649,-0.13564,51.497407,0,Not stated,Criminal Evidence Act,Male,10-17
6650,-0.094931,51.526294,0,Black,Drugs,Male,Not stated
6651,-0.143078,51.523883,0,Asian,Drugs,Male,over 34
6652,,,0,Black,Criminal Evidence Act,Male,25-34
6653,,,0,Not stated,Drugs,Male,18-24
6654,-0.135225,51.337952,0,White,Drugs,Male,25-34
6655,-0.054143,51.530453,0,Asian,Drugs,Male,10-17
6656,0.080662,51.588903,0,Not stated,Drugs,Female,25-34
6657,,,0,White,Drugs,Male,25-34
6658,0.05232,51.536921,1,Asian,Drugs,Male,18-24
6659,-0.417886,51.506905,0,White,Drugs,Male,18-24
6660,-0.066126,51.389772,0,Not stated,Drugs,Male,18-24
6661,0.080662,51.588903,0,Not stated,Drugs,Female,over 34
6662,,,0,Asian,Criminal Evidence Act,Male,18-24
6663,0.080662,51.588903,1,Asian,Drugs,Male,over 34
6664,-0.210686,51.56691,1,White,Drugs,Male,25-34
6665,-0.193654,51.502218,1,Not stated,Drugs,Male,18-24
6666,-0.089231,51.501274,0,Black,Criminal Evidence Act,Male,25-34
6667,-0.193654,51.502218,0,Black,Drugs,Male,18-24
6668,-0.193654,51.502218,1,Black,Drugs,Male,18-24
6669,-0.056066,51.427034,0,Black,Criminal Evidence Act,Male,over 34
6670,-0.056066,51.427034,0,White,Drugs,Male,over 34
6671,-0.056066,51.427034,0,White,Criminal Evidence Act,Male,over 34
6672,-0.016173,51.342363,0,Not stated,Drugs,Male,18-24
6673,-0.089365,51.502211,1,Black,Drugs,Male,over 34
6674,-0.132129,51.530777,0,Black,Drugs,Male,18-24
6675,0.036931,51.576244,1,Asian,Drugs,Male,25-34
6676,0.036931,51.576244,0,Asian,Drugs,Male,25-34
6677,0.036931,51.576244,1,Not stated,Drugs,Male,25-34
6678,-0.136374,51.43029,1,Not stated,Criminal Evidence Act,Male,18-24
6679,-0.040354,51.425423,1,Black,Criminal Evidence Act,Male,25-34
6680,-0.39259,51.459172,1,White,Drugs,Male,18-24
6681,,,0,White,Drugs,Female,25-34
6682,-0.068988,51.47025,0,White,Drugs,Female,Not stated
6683,-0.307747,51.458814,0,White,Drugs,Male,18-24
6684,-0.307747,51.458814,0,White,Drugs,Male,18-24
6685,-0.128139,51.5145,1,White,Drugs,Male,18-24
6686,-0.385348,51.559902,1,Not stated,Drugs,Male,10-17
6687,0.202845,51.552329,1,Asian,Drugs,Male,18-24
6688,-0.107593,51.381735,0,Black,Drugs,Male,18-24
6689,-0.107593,51.381735,1,Not stated,Drugs,Male,25-34
6690,-0.385348,51.559902,1,White,Drugs,Male,18-24
6691,-0.385348,51.559902,1,Other,Drugs,Male,18-24
6692,-0.041772,51.539546,1,Black,Drugs,Male,18-24
6693,-0.194306,51.493748,0,Other,Drugs,Male,25-34
6694,-0.031235,51.590195,0,White,Drugs,Male,18-24
6695,-0.105172,51.498727,0,White,Criminal Evidence Act,Male,18-24
6696,-0.021348,51.59181,0,White,Drugs,Male,18-24
6697,-0.184689,51.537465,0,Not stated,Criminal Evidence Act,Male,18-24
6698,-0.077616,51.530094,0,Not stated,Criminal Evidence Act,Male,25-34
6699,-0.194306,51.493748,0,Other,Criminal Evidence Act,Male,25-34
6700,-0.369618,51.577813,1,Asian,Drugs,Male,18-24
6701,-0.369618,51.577813,0,Asian,Drugs,Male,18-24
6702,-0.124337,51.414037,1,Not stated,Criminal Evidence Act,Male,10-17
6703,,,0,Black,Criminal Evidence Act,Male,18-24
6704,-0.192923,51.477343,0,Not stated,Criminal Evidence Act,Male,18-24
6705,-0.192923,51.477343,0,Other,Criminal Evidence Act,Male,18-24
6706,-0.080724,51.530918,1,White,Drugs,Male,25-34
6707,-0.080724,51.530918,0,White,Drugs,Male,18-24
6708,-0.056696,51.51992,0,White,Criminal Evidence Act,Male,10-17
6709,-0.056696,51.51992,0,Black,Criminal Evidence Act,Male,10-17
6710,0.057785,51.424613,0,Not stated,Drugs,Male,10-17
6711,0.057785,51.424613,0,Not stated,Drugs,Male,18-24
6712,-0.020522,51.480548,1,White,Drugs,Male,over 34
6713,,,0,Black,Drugs,Male,10-17
6714,,,0,White,Criminal Evidence Act,Male,10-17
6715,-0.10414,51.416266,0,Black,Drugs,Male,18-24
6716,-0.105172,51.498727,0,Asian,Criminal Evidence Act,Male,10-17
6717,-0.424153,51.496073,0,Asian,Drugs,Male,over 34
6718,-0.073424,51.530007,0,White,Drugs,Male,over 34
6719,-0.064566,51.52844,1,Asian,Drugs,Male,18-24
6720,-0.020522,51.480548,0,Mixed,Drugs,Female,over 34
6721,-0.482876,51.536305,0,Mixed,Drugs,Male,18-24
6722,-0.10414,51.416266,0,Other,Drugs,Male,10-17
6723,-0.10414,51.416266,0,Not stated,Drugs,Male,18-24
6724,-0.142735,51.506818,1,White,Drugs,Male,25-34
6725,0.182318,51.466687,1,Not stated,Criminal Evidence Act,Male,25-34
6726,-0.133971,51.510051,0,Not stated,Drugs,Male,Not stated
6727,-0.131701,51.511985,0,Black,Criminal Evidence Act,Male,Not stated
6728,-0.105172,51.498727,0,White,Criminal Evidence Act,Male,18-24
6729,-0.131701,51.511985,0,Not stated,Criminal Evidence Act,Male,Not stated
6730,-0.477386,51.542699,0,White,Drugs,Male,over 34
6731,-0.132723,51.514132,1,Asian,Drugs,Male,25-34
6732,-0.477386,51.542699,0,White,Drugs,Male,25-34
6733,,,0,Not stated,Drugs,Male,10-17
6734,-0.30229,51.411894,0,Not stated,Criminal Evidence Act,Male,18-24
6735,-0.30229,51.411894,0,White,Criminal Evidence Act,Male,18-24
6736,,,0,Not stated,Criminal Evidence Act,Male,over 34
6737,-0.090113,51.378421,1,Black,Drugs,Male,25-34
6738,-0.091592,51.376017,1,Black,Drugs,Male,over 34
6739,-0.104937,51.406378,0,Other,Drugs,Male,Not stated
6740,-0.134168,51.36682,1,White,Criminal Evidence Act,Male,18-24
6741,-0.1888,51.467999,0,White,Drugs,Male,18-24
6742,-0.091592,51.376017,0,White,Drugs,Male,25-34
6743,-0.241576,51.532927,0,Black,Drugs,Male,18-24
6744,-0.435991,51.515124,0,Not stated,Drugs,Male,over 34
6745,-0.104937,51.406378,0,White,Drugs,Female,over 34
6746,0.03161,51.394872,0,White,Criminal Evidence Act,Male,18-24
6747,-0.041327,51.643186,1,Not stated,Drugs,Male,25-34
6748,0.035992,51.393861,0,Black,Drugs,Female,18-24
6749,-0.041327,51.643186,0,Not stated,Drugs,Male,25-34
6750,-0.415346,51.506592,0,Not stated,Public Order Act,Not stated,Not stated
6751,-0.346806,51.568915,0,Asian,Criminal Evidence Act,Male,18-24
6752,-0.039484,51.489419,1,Not stated,Drugs,Not stated,Not stated
6753,-0.165092,51.492629,1,Not stated,Drugs,Male,25-34
6754,-0.077259,51.527615,0,Black,Criminal Evidence Act,Male,18-24
6755,-0.039484,51.489419,1,Not stated,Drugs,Male,over 34
6756,-0.019305,51.582702,0,Mixed,Drugs,Male,25-34
6757,-0.061976,51.533065,0,White,Drugs,Female,over 34
6758,-0.018961,51.589944,0,White,Drugs,Male,25-34
6759,-0.197787,51.508486,1,Asian,Criminal Evidence Act,Male,25-34
6760,,,0,Not stated,Drugs,Male,18-24
6761,-0.023341,51.503626,0,Asian,Drugs,Male,25-34
6762,-0.070437,51.51539,0,Asian,Drugs,Male,18-24
6763,-0.038276,51.579918,0,White,Drugs,Male,25-34
6764,-0.071404,51.498311,0,Black,Drugs,Male,18-24
6765,-0.058729,51.531446,0,Other,Drugs,Male,25-34
6766,-0.137808,51.461885,1,White,Drugs,Male,18-24
6767,-0.129961,51.51612,1,Black,Criminal Evidence Act,Male,18-24
6768,-0.129961,51.51612,0,White,Criminal Evidence Act,Male,18-24
6769,-0.035504,51.525017,0,Not stated,Drugs,Male,18-24
6770,,,1,Black,Drugs,Female,18-24
6771,-0.076155,51.52712,1,Black,Criminal Evidence Act,Male,25-34
6772,0.008748,51.563871,0,White,Drugs,Male,25-34
6773,-0.058116,51.531625,0,Black,Drugs,Male,over 34
6774,-0.060209,51.532244,0,Not stated,Drugs,Male,18-24
6775,-0.033274,51.581102,0,White,Drugs,Male,25-34
6776,0.005003,51.556471,1,White,Drugs,Male,over 34
6777,-0.024397,51.584109,0,White,Drugs,Male,over 34
6778,,,0,Not stated,Criminal Evidence Act,Female,25-34
6779,-0.185773,51.472448,0,White,Drugs,Male,25-34
6780,-0.070437,51.51539,0,Other,Drugs,Male,25-34
6781,-0.08527,51.352587,1,Asian,Drugs,Male,18-24
6782,-0.058191,51.526815,0,White,Drugs,Male,25-34
6783,-0.211192,51.52754,0,Asian,Drugs,Male,Not stated
6784,,,0,Not stated,Drugs,Female,over 34
6785,-0.059623,51.531767,0,White,Drugs,Male,over 34
